,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
42614,0,0.989010514,40,0,0.588533541,5127.0,12,0,1,0,0.0
42615,0,6109.0,43,0,0.229901608,12500.0,9,0,2,0,0.0
42616,0,0.002474037,69,0,0.440872627,17326.0,18,0,3,0,0.0
42617,0,0.170491656,47,0,2443.0,0.05,9,0,1,0,1.0
42618,0,0.065473073,56,0,0.420611965,6568.0,8,0,2,0,0.0
42619,0,0.069243675,67,0,685.0,60.1,17,0,0,0,0.0
42620,0,0.023713116,66,0,0.014712506,6660.0,12,0,0,0,0.0
42621,0,0.05309271,57,0,1219.0,0.46,5,0,1,0,4.0
42622,0,0.9999999,44,0,0.075420673,3327.0,1,1,0,0,3.0
42623,0,0.027936254,46,0,39.0,0.15,3,0,0,0,0.0
42624,0,0.776128829,29,0,0.249583472,3000.0,4,0,0,0,0.0
42625,0,0.023438185,54,1,1.525649567,1500.0,14,0,1,0,0.0
42626,0,0.948207171,44,0,0.80902397,6382.0,7,0,3,0,1.0
42627,0,0.022152142,57,0,2182.0,0.22,8,0,1,1,0.0
42628,0,0.251131913,37,0,0.321239823,7000.0,8,0,2,0,2.0
42629,0,0.040783687,27,1,0.016759777,3400.0,2,1,0,0,0.0
42630,0,0.050291456,43,0,66.0,1011.32,2,0,0,0,0.0
42631,0,0.026088537,51,0,0.139501501,7662.0,3,0,1,0,5.0
42632,0,0.0,40,0,0.5306845,5083.0,8,0,2,0,2.0
42633,0,0.01213897,63,0,119.0,0.18,3,0,0,0,0.0
42634,0,0.296285186,56,0,7658.0,0.15,11,0,4,0,0.0
42635,0,0.977804439,63,0,147.0,0.11,1,0,0,0,0.0
42636,0,0.015162692,43,0,0.59594191,9708.0,12,0,4,0,0.0
42637,0,0.9999999,54,1,0.449833395,2700.0,2,0,1,0,0.0
42638,0,0.0,59,1,0.340856244,7310.0,7,0,2,0,0.0
42639,0,0.579622156,37,0,0.145620634,5582.0,3,0,0,0,0.0
42640,0,0.328491555,78,0,0.056161987,12000.0,6,0,0,0,0.0
42641,0,0.0,53,0,0.154903758,12000.0,6,0,1,0,1.0
42642,0,0.301697493,58,0,4797.0,0.01,14,0,1,0,0.0
42643,0,0.009999702,56,0,0.001241208,7250.0,2,0,0,0,0.0
42644,0,0.096357379,27,1,0.209016393,1951.0,5,0,0,0,0.0
42645,0,0.9999999,25,0,0.042377869,3397.0,1,0,0,0,2.0
42646,0,0.0,47,0,0.24221651,3500.0,10,0,1,0,0.0
42647,0,0.12937751,67,0,0.164460528,10500.0,19,0,1,0,0.0
42648,0,0.987202559,34,0,148.0,0.39,1,0,0,0,0.0
42649,0,0.013342809,71,0,0.318866479,3916.0,15,0,1,0,0.0
42650,0,0.324309846,71,0,563.0,0.1,5,0,0,0,0.0
42651,0,0.0,61,0,0.0,1823.1812142857143,4,0,0,0,0.0
42652,0,0.018779572,63,0,91.0,0.32,7,1,0,0,0.0
42653,0,0.9999999,31,0,0.216735887,6500.0,3,0,2,0,0.0
42654,0,0.123816719,28,0,0.373682788,3700.0,10,0,1,0,2.0
42655,0,0.387588718,48,1,0.296555009,6298.0,10,0,1,0,2.0
42656,0,0.084423462,37,0,3944.0,0.07,6,0,1,0,0.0
42657,0,0.011066421,55,0,1007.0,0.0,9,0,2,0,0.0
42658,0,0.016518341,52,0,0.003124349,4800.0,4,0,0,0,0.0
42659,0,0.640805263,49,4,0.389717524,12000.0,22,0,2,0,1.0
42660,0,0.43504666,56,0,491.0,0.49,4,0,0,0,3.0
42661,0,0.0,29,0,0.01386297,3750.0,5,0,0,0,0.0
42662,0,0.056354069,67,0,0.01174743,6128.0,5,0,0,0,0.0
42663,0,0.972896163,50,2,1.58859743,3735.0,11,0,2,0,1.0
42664,0,0.965251737,52,0,0.128110037,21301.0,5,0,2,0,1.0
42665,0,0.0,63,0,0.0,4237.01873015873,3,0,0,0,0.0
42666,0,0.304810542,47,0,0.348034516,7300.0,6,0,1,0,1.0
42667,0,0.395682206,49,0,0.693959166,4750.0,15,0,1,0,2.0
42668,1,0.0,64,0,841.0,212.31,5,2,0,1,4.0
42669,0,0.37267099,54,0,0.289591467,10500.0,8,0,1,0,0.0
42670,0,0.116054191,43,0,0.483175388,7280.0,17,0,2,0,2.0
42671,0,0.046887152,76,0,0.003523474,10500.0,8,0,0,0,0.0
42672,0,0.071180253,62,0,0.14910202,16035.0,11,0,1,0,1.0
42673,0,0.545009173,49,0,0.419951818,9131.0,10,0,2,0,1.0
42674,0,0.908658043,49,0,0.300073368,2725.0,6,0,0,0,0.0
42675,0,0.071823497,43,0,0.312356741,4798.0,16,0,1,0,1.0
42676,0,0.000163693,54,2,8636.0,85.32,17,0,8,0,0.0
42677,0,0.056658867,44,0,0.652668416,8000.0,9,0,2,0,1.0
42678,0,0.325503627,76,0,0.482703459,5000.0,9,0,1,0,1.0
42679,0,0.013021263,34,1,0.150582507,5750.0,4,0,0,0,0.0
42680,0,0.524313833,51,0,0.060805697,80600.0,11,0,3,0,2.0
42681,0,0.11456071,70,0,2763.0,0.03,8,0,2,0,0.0
42682,0,0.20953488,56,0,0.257074293,10000.0,12,0,2,0,1.0
42683,0,0.001181764,32,0,79.0,0.15,3,0,0,0,0.0
42684,0,0.004583749,60,0,0.356375358,5583.0,4,0,1,0,0.0
42685,0,0.138554458,66,0,0.111467187,7176.0,3,0,0,0,0.0
42686,0,0.028289977,56,0,0.131979695,6500.0,16,0,2,0,0.0
42687,0,0.043559505,53,0,230.0,1.21,4,0,1,0,0.0
42688,0,0.237106437,51,0,0.388460737,4800.0,5,0,1,0,2.0
42689,0,0.061150486,78,0,0.013947591,2365.0,3,0,0,0,0.0
42690,0,0.236022194,46,0,0.276037004,3350.0,8,0,0,0,2.0
42691,0,0.083645818,46,0,0.128124554,7000.0,3,0,0,0,2.0
42692,0,0.041054328,50,0,0.162734906,2500.0,10,0,0,0,0.0
42693,0,0.531692584,31,1,0.518217251,5900.0,14,0,1,0,3.0
42694,0,0.171205433,74,0,0.239147593,3800.0,13,0,1,0,0.0
42695,0,0.441995715,27,0,0.158262388,4580.0,6,0,0,0,0.0
42696,0,0.0,71,0,0.114496548,4200.0,9,0,0,0,0.0
42697,0,0.002850943,70,0,0.211264437,13333.0,10,0,3,0,0.0
42698,1,0.9999999,58,0,0.527492765,3800.0,4,0,2,0,3.0
42699,0,0.035666597,69,1,0.282239254,3000.0,10,0,0,0,0.0
42700,0,0.271257679,66,1,0.318541997,4416.0,9,0,1,0,0.0
42701,1,1.233397217,56,2,0.676834793,9932.0,10,0,4,0,2.0
42702,0,0.199485731,41,0,0.331377332,15166.0,5,0,2,0,2.0
42703,0,0.397218396,57,0,0.330718351,6500.0,14,0,0,0,0.0
42704,0,0.011205274,58,0,3298.0,0.01,18,0,2,0,0.0
42705,0,0.715591743,32,0,0.342071882,7094.0,6,0,1,0,0.0
42706,0,0.247593075,33,0,0.540745229,3300.0,7,0,2,0,0.0
42707,0,0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0.0
42708,0,0.9999999,62,0,0.0,5360.488436507935,0,0,0,0,0.0
42709,0,0.046892708,60,0,0.052218078,12600.0,15,0,0,0,2.0
42710,0,0.9999999,42,0,0.893048128,5609.0,8,4,1,0,2.0
42711,0,0.651719436,31,0,0.15819209,2300.0,5,0,0,0,0.0
42712,0,0.0,46,0,0.0,4833.0,1,1,0,0,1.0
42713,0,0.089247258,44,0,0.511845039,7175.0,14,0,2,0,4.0
42714,1,0.211395151,50,3,0.191404298,2000.0,7,0,0,0,3.0
42715,0,0.043965201,62,0,0.294773613,7442.0,9,0,1,0,0.0
42716,0,0.332051381,33,0,0.394926294,8750.0,15,0,1,0,1.0
42717,0,0.057741335,39,1,0.165208698,4000.0,11,0,0,0,1.0
42718,0,0.107131856,67,1,0.461672812,5152.0,16,0,1,0,0.0
42719,0,0.275402343,33,0,0.123261522,3666.0,5,0,0,0,0.0
42720,0,0.021338651,47,0,0.29615641,4500.0,8,0,0,0,0.0
42721,0,0.596763584,42,1,0.044590164,3049.0,2,0,0,0,2.0
42722,0,0.002067762,56,0,30295.0,0.36,16,0,0,0,2.0
42723,1,0.048694975,28,0,68.0,135.3,2,0,0,0,0.0
42724,1,0.338512764,24,0,0.008142117,1350.0,2,0,0,1,0.0
42725,0,0.0,47,0,0.473357832,4353.0,7,0,1,0,2.0
42726,0,0.0,49,0,0.667362198,5750.0,5,0,1,0,0.0
42727,0,0.945152985,28,2,0.253880558,3800.0,7,0,0,0,1.0
42728,0,0.036764653,60,0,0.269578791,41000.0,11,0,2,0,0.0
42729,0,0.026139123,30,0,1.003634711,2200.0,7,0,2,0,0.0
42730,0,0.044090924,47,2,0.720263987,13333.0,16,0,7,0,4.0
42731,0,0.9635801,27,0,121.0,0.27,1,0,0,1,0.0
42732,0,0.08739105,69,0,0.280039722,8055.0,19,0,1,0,1.0
42733,0,0.088427016,55,0,0.898946231,3700.0,7,0,2,0,2.0
42734,0,0.887140857,24,0,918.0,0.01,3,0,0,0,0.0
42735,0,0.888822236,59,0,0.324446814,3750.0,9,0,0,0,3.0
42736,0,0.0,71,0,0.007570347,7000.0,2,0,0,0,1.0
42737,0,0.938792695,59,0,0.303928521,7050.0,8,0,1,0,0.0
42738,0,0.658209057,61,0,0.594843643,10200.0,14,0,3,0,1.0
42739,0,0.005197289,34,0,1809.0,0.08,8,0,1,0,0.0
42740,0,0.9999999,30,0,0.365406007,1797.0,2,0,0,0,0.0
42741,0,0.001877513,72,0,0.114310646,4583.0,8,0,1,0,0.0
42742,0,0.80493537,23,0,0.171278626,2095.0,2,1,0,1,0.0
42743,1,0.0,36,0,0.747061208,2466.0,5,2,1,0,0.0
42744,0,0.274786156,57,0,0.069725711,3900.0,8,0,0,0,2.0
42745,0,0.008290189,72,0,0.182932654,6280.0,4,0,0,0,1.0
42746,0,0.0,67,0,561.0,0.02,4,0,0,0,0.0
42747,0,0.361806435,68,0,0.451467269,3100.0,10,0,1,0,0.0
42748,0,0.12038977,64,0,0.292123085,22000.0,24,0,2,0,0.0
42749,0,0.0,49,0,0.075395217,7400.0,7,0,0,0,1.0
42750,1,0.9999999,26,1,0.207599629,1078.0,6,0,0,0,0.0
42751,0,0.007881367,61,0,0.177354325,20833.0,18,0,1,0,0.0
42752,0,0.347921078,42,0,0.373740482,13000.0,11,0,2,0,2.0
42753,1,1.001052078,54,0,0.371897875,5600.0,6,0,2,0,0.0
42754,0,0.548064919,67,1,0.715647524,4300.0,7,0,1,0,0.0
42755,0,0.247964787,59,0,0.324075103,9000.0,4,0,2,0,0.0
42756,0,0.970195622,38,0,0.295448566,3800.0,7,0,0,0,3.0
42757,1,0.9999999,43,0,0.086774261,4770.0,1,0,0,0,1.0
42758,0,0.881664756,35,0,0.291712953,4500.0,5,0,0,0,1.0
42759,0,0.342609565,28,0,0.205931356,3000.0,6,0,0,0,0.0
42760,0,0.012801058,52,0,9.0,5639.03,10,0,0,0,0.0
42761,0,0.527744548,48,2,514.0,0.52,8,0,0,0,1.0
42762,0,0.065624855,48,0,0.43644673,3500.0,4,0,1,0,0.0
42763,0,0.819601087,54,0,5.054228914,8500.0,35,0,2,0,0.0
42764,0,0.069780708,49,0,0.320526316,3799.0,13,0,2,0,1.0
42765,0,0.65014209,30,0,0.204698825,4000.0,3,0,0,0,0.0
42766,0,0.467191635,62,0,0.524622049,11310.0,11,0,3,0,0.0
42767,0,0.9999999,56,0,4.0,1986.68,1,0,0,0,0.0
42768,0,0.027230842,66,0,4072.0,0.0,8,0,1,0,0.0
42769,0,0.852965881,41,0,0.383432484,8908.0,10,0,4,0,2.0
42770,0,0.009153142,50,0,0.296056315,12500.0,10,0,2,0,0.0
42771,0,0.301652463,45,0,0.35005822,9446.0,17,0,2,0,3.0
42772,0,0.091550469,39,0,0.481172942,3000.0,10,0,1,0,0.0
42773,0,0.789802031,57,0,0.387295082,11711.0,17,0,2,0,1.0
42774,0,0.0,78,0,840.0,0.21,10,0,1,0,0.0
42775,0,0.066620496,67,0,0.213913341,11700.0,10,0,2,0,0.0
42776,0,0.642047941,40,0,0.846858639,4583.0,11,0,2,0,2.0
42777,0,0.358856498,40,0,2861.0,0.11,6,0,2,0,0.0
42778,0,0.73043913,47,0,0.324276664,15310.0,9,0,7,0,1.0
42779,0,0.079857414,42,0,0.264773523,10000.0,6,0,1,0,1.0
42780,0,0.9999999,31,0,0.146202981,2817.0,1,0,0,0,0.0
42781,0,0.798840232,28,0,170.0,0.44,3,0,0,0,0.0
42782,0,0.052975423,35,0,480.0,0.02,4,0,0,0,0.0
42783,1,0.0,62,2,3489.0,0.12,18,0,2,1,0.0
42784,0,0.047932879,63,0,0.267287132,13000.0,15,0,2,0,2.0
42785,0,0.017532165,51,0,2115.0,0.38,5,0,2,0,2.0
42786,0,0.9999999,69,0,0.770409863,3000.0,2,0,1,0,0.0
42787,0,0.037281612,64,0,0.017386091,1667.0,4,0,0,0,0.0
42788,0,0.9999999,28,1,487.0,0.13,3,0,0,0,0.0
42789,0,0.057466954,37,0,55.0,0.33,5,0,0,0,0.0
42790,0,0.316872259,49,0,0.305375838,8500.0,6,0,2,0,2.0
42791,0,0.399778583,67,0,0.512441581,7916.0,12,0,2,0,1.0
42792,0,0.462443607,45,2,1.520516559,4800.0,12,0,3,0,0.0
42793,0,0.017799152,60,0,797.0,0.45,7,0,1,0,0.0
42794,1,0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3.0
42795,0,0.02958591,38,0,0.561322568,2600.0,10,0,2,0,0.0
42796,0,0.707393266,45,0,1.066983254,4000.0,10,0,2,0,2.0
42797,0,0.010393374,32,0,0.315539739,5900.0,7,0,1,0,2.0
42798,0,0.931068931,26,0,315.0,0.02,4,0,0,0,0.0
42799,0,0.9999999,23,1,0.028017241,1855.0,2,0,0,0,0.0
42800,0,0.331605546,72,1,0.203554568,3600.0,4,0,1,0,0.0
42801,1,0.067727449,54,0,0.335566443,10000.0,14,1,0,0,0.0
42802,0,0.022602826,65,0,0.139343033,6666.0,9,0,2,0,0.0
42803,0,0.110461421,53,0,0.282295539,4303.0,4,0,1,0,2.0
42804,0,0.938298582,61,0,0.161945813,8119.0,6,0,0,0,0.0
42805,0,0.008468086,53,0,0.543220162,4800.0,20,0,1,0,0.0
42806,0,0.048198107,51,0,0.144104472,13170.0,13,0,2,0,1.0
42807,0,1.053259962,36,0,0.420687261,2880.0,7,0,0,0,0.0
42808,0,0.327429263,55,0,0.48011883,4375.0,9,0,1,0,1.0
42809,0,0.59138153,32,0,0.289663285,6800.0,17,0,0,0,2.0
42810,0,0.12976828,51,0,0.1005996,1500.0,14,0,0,0,3.0
42811,0,0.629197567,41,1,0.220289855,7934.0,11,0,2,0,2.0
42812,0,0.0,71,0,0.564550573,5150.0,5,0,0,0,0.0
42813,0,0.118342107,29,0,0.853053435,3667.0,15,0,1,0,0.0
42814,0,0.296489411,45,0,0.531423429,6666.0,7,0,2,0,3.0
42815,0,0.025841425,75,0,0.206643931,7916.0,6,0,1,0,0.0
42816,0,0.490185912,26,0,0.474153298,560.0,6,0,0,0,0.0
42817,0,0.549641611,58,0,9150.0,0.0,15,0,2,0,0.0
42818,0,0.509547164,40,0,1932.0,0.02,7,0,1,0,0.0
42819,0,0.033501346,69,0,0.291813024,3700.0,18,0,0,0,0.0
42820,0,0.444551998,49,3,0.57881137,8900.0,20,0,2,0,2.0
42821,0,0.05345547,46,0,0.218113945,11250.0,10,0,1,0,2.0
42822,0,0.119104494,52,0,0.390592268,5250.0,4,0,1,0,1.0
42823,0,0.011845698,76,0,9.0,396.61,3,0,0,0,0.0
42824,0,0.003164696,77,0,336.0,0.68,6,0,1,0,0.0
42825,0,0.9999999,68,0,30.0,0.46,0,0,0,0,0.0
42826,0,0.869839148,53,1,0.829322473,2700.0,8,0,1,0,0.0
42827,0,0.171228244,56,1,0.403146247,7500.0,11,0,2,0,1.0
42828,0,0.149864384,47,0,0.508397761,3750.0,17,0,2,0,0.0
42829,0,0.007249638,83,0,4.0,511.95,1,0,0,0,0.0
42830,0,0.128474861,50,0,0.041392812,7150.0,13,0,1,0,2.0
42831,0,0.219716798,58,1,0.257341577,1293.0,5,0,0,0,0.0
42832,0,0.040333853,71,1,88.0,289.03,14,0,0,0,0.0
42833,0,0.01615029,88,0,35.0,269.82,12,0,0,0,0.0
42834,0,0.467826824,37,0,0.268173725,12916.0,8,0,2,0,3.0
42835,0,0.003241268,72,0,1129.0,0.08,7,0,1,0,0.0
42836,0,0.960978782,57,0,0.268324418,6916.0,5,0,1,0,0.0
42837,0,0.259499095,28,0,0.384350268,7833.0,7,0,2,0,0.0
42838,0,0.05941906,64,0,0.321659536,10050.0,7,0,1,0,0.0
42839,0,0.217262667,54,0,0.230343738,2530.0,6,0,0,0,4.0
42840,0,0.110791137,48,0,0.274534356,6388.0,3,0,1,0,1.0
42841,0,0.020540587,62,0,0.20403062,6400.0,16,0,2,0,1.0
42842,0,0.00998004,60,0,0.012043796,2739.0,4,0,0,0,0.0
42843,0,0.307675214,42,0,0.294284874,10200.0,5,0,2,0,3.0
42844,1,0.9999999,36,0,0.130423139,3733.0,1,3,0,0,0.0
42845,0,0.746765493,56,0,0.535930015,4800.0,9,0,1,0,0.0
42846,0,0.9999999,32,1,0.363593603,2125.0,4,0,0,0,1.0
42847,0,0.00136897,60,0,203.0,0.42,22,0,0,0,2.0
42848,0,0.061846908,74,0,1601.0,0.04,3,0,1,0,0.0
42849,0,0.666509341,50,0,4351.0,0.0,12,0,2,0,2.0
42850,0,0.0,30,0,0.774480712,336.0,9,2,0,0,0.0
42851,0,0.614282143,40,0,0.295921593,6325.0,6,0,1,0,1.0
42852,0,0.027431506,72,0,0.006856163,7000.0,5,0,0,0,0.0
42853,0,0.0327903,34,0,0.052285099,7898.0,6,0,0,0,1.0
42854,0,0.019875623,78,0,0.00933956,4496.0,9,0,0,0,0.0
42855,0,0.33729485,52,1,0.096700471,7000.0,10,0,0,0,1.0
42856,0,0.151984802,61,0,0.186347743,12583.0,8,0,2,0,2.0
42857,0,0.669533047,54,0,0.133637439,5918.0,8,0,0,0,1.0
42858,0,0.211286898,39,0,0.636825104,6500.0,9,0,2,0,3.0
42859,1,0.13879773,43,0,0.369377588,14250.0,10,0,1,0,2.0
42860,0,0.031140633,45,0,0.075146243,20000.0,9,0,0,0,0.0
42861,0,0.431291817,39,0,0.577211394,2000.0,11,0,1,0,2.0
42862,0,0.213308615,52,0,0.398248743,6166.0,5,0,1,0,0.0
42863,0,0.002533291,63,0,0.355511136,3501.0,10,0,2,0,0.0
42864,0,0.087331396,72,0,1234.0,0.08,13,0,1,0,0.0
42865,0,0.05319734,64,0,31.0,0.57,2,0,0,0,0.0
42866,0,0.0,50,0,0.177536933,15500.0,5,0,2,0,0.0
42867,0,0.651667491,51,0,0.371299745,5100.0,8,0,2,0,0.0
42868,0,0.0,29,0,0.174629325,1213.0,2,0,0,0,1.0
42869,0,0.010404514,56,0,0.285056509,7166.0,5,0,1,0,5.0
42870,0,0.331651842,47,0,0.706430398,5473.0,14,0,1,0,2.0
42871,0,0.0,85,0,0.0,7161.0,3,0,0,0,0.0
42872,1,1.159468439,33,0,0.133708216,3200.0,3,0,0,0,2.0
42873,0,0.0,49,0,1877.0,0.0,8,0,1,0,1.0
42874,0,0.9999999,59,1,1562.0,0.07,2,0,0,0,2.0
42875,0,0.37413007,64,1,0.474262869,2000.0,6,0,0,0,1.0
42876,0,0.441967234,42,1,0.218270456,18050.0,11,0,1,0,0.0
42877,0,1.315859618,51,3,0.252999855,6916.0,1,2,1,0,0.0
42878,0,0.019961525,89,0,0.009996668,3000.0,5,0,0,0,0.0
42879,0,0.16182791,29,0,0.383652718,2556.0,8,0,2,0,0.0
42880,0,0.411793225,30,0,0.267247536,7000.0,7,0,1,0,3.0
42881,0,0.288768224,45,0,0.388773389,10100.0,22,0,2,0,0.0
42882,0,0.019198243,41,0,0.147990134,15000.0,6,0,2,0,2.0
42883,0,0.401032384,46,0,587.0,0.55,6,0,0,0,0.0
42884,0,0.068188137,46,0,0.520153774,8583.0,10,0,2,0,1.0
42885,0,0.000646677,77,0,379.0,0.16,15,0,0,0,0.0
42886,0,0.35293414,55,2,0.372516344,7800.0,7,0,2,0,1.0
42887,0,0.01432235,80,0,0.015992004,2000.0,14,0,0,0,0.0
42888,0,0.904273048,48,0,0.539539378,6208.0,9,0,2,0,0.0
42889,1,0.585918477,54,0,3.041366906,1667.0,13,0,3,0,2.0
42890,0,0.0,43,0,0.000333296,9000.0,4,0,0,0,3.0
42891,0,0.690642101,56,5,0.553716729,7250.0,14,0,3,0,0.0
42892,0,0.974008664,41,1,0.214575927,3937.0,8,0,0,0,0.0
42893,0,0.006199843,67,0,2299.0,0.12,12,0,2,0,0.0
42894,1,0.865379072,42,0,0.453649479,7000.0,10,0,1,0,1.0
42895,0,0.820782133,34,0,0.494149952,8375.0,12,0,2,0,0.0
42896,0,0.019932438,64,0,0.004374453,8000.0,10,0,0,0,0.0
42897,0,0.06636308,74,0,0.240985362,2800.0,8,0,0,0,0.0
42898,0,0.023944815,51,0,0.211193966,11666.0,7,0,1,0,3.0
42899,0,0.9999999,52,0,0.186892723,10085.0,12,0,2,0,0.0
42900,0,0.842183731,64,0,0.482643969,15037.0,6,0,3,0,0.0
42901,0,0.172595668,24,0,0.956268222,2400.0,13,0,2,0,0.0
42902,0,0.969870684,66,1,0.986267551,6480.0,10,0,2,0,0.0
42903,0,0.109089091,38,0,0.248297625,6020.0,8,0,1,0,0.0
42904,0,0.0,38,1,0.050448739,40000.0,8,0,1,0,3.0
42905,0,0.890994063,46,0,0.435557957,3700.0,6,0,0,0,3.0
42906,0,0.055013599,44,0,0.866169022,3750.0,17,0,1,0,1.0
42907,0,0.346850212,37,0,0.346239762,9400.0,18,0,1,0,1.0
42908,0,0.308869113,53,0,0.761412862,3000.0,4,0,1,0,1.0
42909,0,0.434497947,55,0,0.762584791,2800.0,5,0,1,0,0.0
42910,0,0.590822291,51,0,0.412764539,6000.0,8,0,1,0,4.0
42911,0,0.066821564,45,0,0.296184836,10300.0,6,0,1,0,2.0
42912,0,0.209101258,71,0,0.121893839,6800.0,9,0,1,0,0.0
42913,0,0.066062263,78,0,29.0,0.28,2,0,0,0,0.0
42914,0,0.160667119,64,0,0.023156676,19000.0,13,0,0,0,1.0
42915,0,0.255558188,59,0,1681.0,0.41,4,0,2,0,0.0
42916,1,0.615692303,73,1,0.82829582,3109.0,15,0,1,1,0.0
42917,0,0.578746707,33,0,0.538288947,10250.0,14,0,2,0,1.0
42918,0,0.419674858,59,0,0.215788624,18582.0,10,0,1,0,0.0
42919,0,0.9999999,53,0,0.638090477,4000.0,1,0,1,0,0.0
42920,0,0.000364042,57,0,1126.0,0.33,6,0,1,0,0.0
42921,0,0.0,44,0,0.517098632,5555.0,5,1,2,0,0.0
42922,0,0.087037598,68,0,0.011913626,9400.0,3,0,0,0,1.0
42923,0,0.119380836,50,0,0.2645486,3178.0,5,0,1,0,0.0
42924,0,0.0,83,0,35.0,120.06,3,0,0,0,0.0
42925,0,0.417658234,39,0,0.344798084,5843.0,5,0,1,0,2.0
42926,0,0.163063773,41,0,1409.0,0.07,4,0,1,0,0.0
42927,0,0.008176538,66,0,0.411073616,8000.0,8,0,1,0,0.0
42928,0,0.22727136,53,0,0.380847953,5471.0,9,0,1,0,0.0
42929,0,0.318088122,46,0,0.33822157,7500.0,5,0,1,0,1.0
42930,0,0.160519481,55,0,0.279610944,11000.0,8,0,1,0,3.0
42931,0,0.67945529,44,0,0.295021577,9500.0,9,0,1,0,3.0
42932,0,0.751673614,36,0,0.171686747,5311.0,5,0,0,0,3.0
42933,0,0.217622708,35,0,1490.0,0.16,7,0,1,0,0.0
42934,0,0.071442351,56,3,3032.0,0.33,12,1,2,3,0.0
42935,0,0.002199951,66,0,3680.0,0.13,13,0,3,0,0.0
42936,1,0.646706587,46,0,0.002014099,6950.0,2,0,0,1,2.0
42937,0,0.30284987,55,0,1.31507397,2500.0,9,0,1,0,0.0
42938,0,0.514624269,37,0,0.339693553,6917.0,8,0,1,0,2.0
42939,0,0.031997936,37,0,1.619979134,3833.0,10,0,2,0,0.0
42940,0,0.278157088,44,0,0.242108079,7475.0,10,0,2,0,2.0
42941,0,0.00046031,48,0,9805.0,0.31,15,0,5,0,0.0
42942,0,0.32556985,33,0,2635.0,0.02,7,0,1,0,0.0
42943,0,0.05484433,51,0,1215.0,0.32,6,0,1,0,0.0
42944,1,0.9999999,64,0,394.0,0.81,1,0,1,1,0.0
42945,0,0.766818235,42,0,0.710665259,2840.0,9,0,1,0,3.0
42946,1,0.825122141,57,0,0.20419895,4000.0,7,0,0,0,0.0
42947,0,0.100578252,69,0,2209.0,0.29,11,0,2,0,2.0
42948,1,0.9999999,45,0,0.0,2000.0,0,3,0,0,0.0
42949,0,0.945515954,43,0,1170.0,0.04,10,0,0,0,0.0
42950,0,0.055104296,39,0,0.238460257,6000.0,5,0,1,0,0.0
42951,0,0.060572952,50,0,0.033859303,6083.0,13,0,0,0,0.0
42952,0,0.0,66,0,0.133868948,9583.0,10,0,2,0,0.0
42953,0,0.9999999,54,0,0.674586033,4166.0,7,0,2,0,2.0
42954,0,0.179036849,36,0,0.378599661,7083.0,17,0,0,0,4.0
42955,0,0.073649755,48,2,0.516678666,12500.0,9,0,3,0,0.0
42956,0,0.145012909,49,0,0.34066693,10135.0,5,0,1,0,3.0
42957,0,0.100902774,33,0,2057.0,0.16,11,0,1,0,0.0
42958,0,0.942588053,60,0,338.0,0.75,14,0,0,0,0.0
42959,0,0.733202939,50,0,0.481814855,13664.0,17,0,3,0,2.0
42960,1,0.962993506,42,0,0.425616322,3528.0,7,0,0,0,2.0
42961,0,0.016983017,29,0,0.0,2431.0,2,0,0,0,0.0
42962,0,0.043580223,39,1,0.154195698,3300.0,5,0,0,0,3.0
42963,0,0.946805319,29,0,0.223650386,3500.0,4,0,0,0,0.0
42964,0,0.0,26,0,0.0,4160.0,1,0,0,0,0.0
42965,0,0.405531211,66,1,0.55812625,3500.0,9,0,1,0,0.0
42966,0,0.112068246,76,0,694.0,120.37,16,0,0,0,0.0
42967,0,0.031298268,34,0,0.575737377,6000.0,6,0,2,0,0.0
42968,0,0.008355878,75,0,6.0,708.0,6,0,0,0,0.0
42969,0,0.369610215,37,0,3287.0,0.0,13,0,2,0,2.0
42970,0,0.0,31,0,0.312076436,9000.0,4,0,1,0,2.0
42971,0,0.067983004,25,0,3.5,1.0,2,0,0,0,0.0
42972,0,0.030601342,60,0,0.116859946,14572.0,14,0,1,0,1.0
42973,0,0.012663582,65,0,0.125849887,7500.0,6,0,1,0,2.0
42974,0,0.996108566,46,0,0.689504373,1371.0,2,0,0,0,1.0
42975,0,0.353179296,68,0,0.27999179,63333.0,19,0,7,0,0.0
42976,0,2.034077556,41,1,0.105185185,674.0,3,0,0,0,0.0
42977,0,0.013932869,57,0,0.008531817,2812.0,13,0,0,0,0.0
42978,0,0.048079038,78,0,71.0,0.12,8,0,0,0,0.0
42979,0,0.108356215,31,0,0.093538022,2800.0,8,0,0,0,0.0
42980,0,0.558139535,57,0,0.002804262,1782.0,1,0,0,0,2.0
42981,0,0.06764682,33,0,2531.0,0.01,7,0,1,0,0.0
42982,0,0.092367131,48,1,0.419967794,3104.0,13,0,1,0,1.0
42983,0,0.253723229,44,0,0.39566855,5309.0,4,0,1,0,4.0
42984,0,0.001181782,55,0,0.301587302,8000.0,6,0,1,0,2.0
